ids,gender,currenrl,compgrad,currlive,parbrkup,FAITH1,prayansr,miracle,comitgod,attreg,churtype,ATTEND1,ATHEIST1,WORKHRS1,socnet,SOCNET4,god,drink,drunk,smoke,pot,fight,trauma,future,GUILT1,meanless,body,lifesat,helpless,sad,accepted,alienate,invisibl,health,earnings,debt,agecats,bmi,employst
7289,Male,"Yes, enrolled in school",One year of vocational/technical school,Your own place,1,Somewhat,No,No,No,Yes,Lutheran,Once a month,,0,Yes,About once a day,Yes,A few times a week,Three or four times,Never,Never,Never,Yes,Sometimes,Rarely,Never,Somewhat happy,Agree,Agree,Rarely,A lot,A little,None,Good,"$4,001 - $6,000",No debt,19,25.1071434,In school only
7291,Male,"Yes, enrolled in school",Three years of college,Your parent's home,0,Not important at all,No,No,No,No,,,Atheist,15,Yes,One to two days a week,Unsure/Don't know,A few times a week,Three or four times,A few times a week,About once a week,Never,No,Very often,Sometimes,Rarely,Somewhat unhappy,Agree,Agree,Sometimes,Some,Some,A little,Good,"$8,001 - $10,000",No debt,21,26.49672699,Employed and school
7294,Male,"Yes, enrolled in school",Two years of college,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,2-3 times a month,,20,Yes,About once a day,Yes,A few times a week,Once or twice,A few times a month,A few times a year,Never,Yes,Very often,Rarely,Never,Very unhappy,Strongly agree,Strongly disagree,Never,A lot,None,None,Very good,"$8,001 - $10,000",No debt,21,22.42634583,Employed and school
7297,Male,"Yes, enrolled in school",Two years of college,Your parent's home,0,Somewhat,No,Yes,No,Yes,Catholic,Once a week,,45,Yes,One to two days a week,Yes,A few times a week,Once or twice,Never,Never,Never,Yes,Very often,Rarely,Never,Very happy,Strongly agree,Disagree,Never,A lot,None,None,Very good,"$16,001 - $18,000",No debt,21,26.57844925,Employed and school
7299,Female,"Yes, enrolled in school",Three years of college,Your own place,0,Somewhat,Yes,Yes,No,Yes,Lutheran,A few times a year,,16,Yes,About once a day,Yes,About once a week,Three or four times,Never,Never,Never,Yes,Very often,Never,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,None,None,Excellent,"$6,001 - $8,000",$200 or less,21,21.45385742,Employed and school
7305,Female,"No, not in school",11th grade,Another person's home,0,Very,No,No,Yes,Yes,Baptist,Once a month,,0,Yes,Less than every few weeks,Yes,A few times a year,Never,Once a day or more,Never,Never,No,Fairly often,Sometimes,Never,Very happy,Strongly agree,Strongly disagree,Sometimes,A lot,None,None,Good,"$2,000 or Less",No debt,18,20.91570282,No school or work but looking
7312,Male,"No, not in school",10th grade,Your own place,1,Not important at all,No,No,No,No,,,Not religious,30,No,,Unsure/Don't know,About once a week,Once or twice,Once a day or more,Once a day or more,Never,No,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Strongly disagree,Rarely,A lot,A little,None,Very good,"$38,001 - $40,000",No debt,21,20.37681198,Employed
7315,Female,"No, not in school",Two years of college,Your parent's home,0,Somewhat,No,No,Yes,No,,,Something else,35,Yes,Several times a day,Unsure/Don't know,Never,,Never,Never,Never,Yes,Very often,Fairly often,Never,Neither,Strongly agree,Strongly disagree,Sometimes,A lot,None,None,Poor,"$34,001 - $36,000",No debt,20,35.42454147,Employed
7320,Male,"Yes, enrolled in school",One year of college,Your own place,0,Not very,No,No,No,Yes,Catholic,A few times a year,,10,Yes,Several times a day,Unsure/Don't know,About once a week,Once or twice,Never,Never,Never,No,Very often,Sometimes,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$2,000 or Less",No debt,20,21.28460121,Employed and school
7321,Male,"No, not in school",9th grade,Another person's home,1,Very,No,Yes,No,No,,,Something else,35,Yes,Three to five days a week,Yes,A few times a year,Never,Once a day or more,Once a day or more,Never,Yes,Sometimes,Sometimes,Fairly often,Somewhat happy,Disagree,Disagree,Rarely,A little,A little,None,Good,"$10,001 - 12,000",No debt,19,26.54183578,Employed
7323,Female,"No, not in school",11th grade,Your parent's home,0,Very,Yes,Yes,Yes,Yes,Christian or just Christian,2-3 times a month,,0,No,,Yes,Never,,Never,Never,Once or twice,No,Very often,Sometimes,Sometimes,Somewhat unhappy,Disagree,Disagree,Sometimes,Some,None,None,Very good,"$4,001 - $6,000",No debt,21,29.29166603,Out of labor force
7325,Female,"Yes, enrolled in school",11th grade,Your own place,1,Not important at all,No,No,No,No,,,Not religious,14,No,,Unsure/Don't know,A few times a year,Never,Never,Never,Once or twice,Yes,Rarely,Fairly often,Fairly often,Very unhappy,Agree,Agree,Usually,A lot,Some,A little,Good,"$4,001 - $6,000",No debt,18,35.42454147,Employed and school
7326,Female,"Yes, enrolled in school",Two years of college,Your parent's home,2,Extremely important,Yes,Yes,Yes,Yes,Baptist,Once a week,,40,Yes,Less than every few weeks,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Rarely,Sometimes,Somewhat unhappy,Disagree,Agree,Usually,A lot,A little,None,Good,"$28,001 - $30,000","$1,801 - $2,000",22,36.01915741,Employed and school
7330,Male,"Yes, enrolled in school",One year of college,Your own place,3,Not important at all,No,No,No,No,,,Not religious,6,Yes,About once a day,Yes,A few times a week,Three or four times,Never,Never,Never,No,Very often,Sometimes,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Excellent,"$2,001 - $4,000",No debt,20,25.82448959,Employed and school
7331,Male,"No, not in school",12th grade,Your own place,0,Somewhat,No,Yes,No,Yes,,A few times a year,,40,Yes,Every few weeks,Yes,A few times a month,Once or twice,Never,A few times a month,Never,Yes,Fairly often,Sometimes,Never,Neither,Agree,Disagree,Rarely,A lot,None,None,Good,"$40,001 - $42,000",$200 or less,20,22.31303406,Employed
7332,Male,"Yes, enrolled in school",Three years of college,Your own place,0,Not very,No,No,Yes,No,,,,40,Yes,Every few weeks,Yes,A few times a month,Never,Never,Never,Never,Yes,Very often,Never,Rarely,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,A little,None,Very good,"$28,001 - $30,000",$201 - $400,22,21.87111092,Employed and school
7339,Male,"Yes, enrolled in school",Three years of college,Your own place,2,Not important at all,No,No,No,No,,,Not religious,0,Yes,About once a day,No,A few times a year,Once or twice,Never,Never,Never,Yes,Fairly often,Rarely,Never,Somewhat unhappy,Disagree,Strongly disagree,Rarely,Some,A little,A little,Very good,No income,No debt,21,29.04958725,In school only
7340,Male,"No, not in school",12th grade,Your own place,0,Somewhat,No,No,No,Yes,United Church of Christ (UCC),Many times a year,,40,No,,Unsure/Don't know,Never,,Never,Never,More than five times,No,Very often,Never,Sometimes,Very happy,Agree,Agree,Never,Some,A lot,None,Good,No income,No debt,20,19.93383789,Employed
7342,Male,"Yes, enrolled in school",One year of college,Your parent's home,0,Very,No,No,No,Yes,Baptist,Once a week,,30,Yes,Every few weeks,Yes,A few times a month,Once or twice,Once a day or more,A few times a month,Once or twice,Yes,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A little,None,None,Excellent,"$12,001 - $14,000",No debt,19,23.75,Employed and school
7343,Female,"No, not in school",12th grade,Your parent's home,1,Somewhat,No,No,No,No,,,Something else,16,Yes,Three to five days a week,Yes,Never,,Never,Never,Never,No,Very often,Rarely,Very often,Neither,Disagree,Agree,Usually,A little,Some,None,Good,"$8,001 - $10,000",No debt,21,22.88699913,Employed
7346,Female,"Yes, enrolled in school",11th grade,Your parent's home,3,Somewhat,Yes,Yes,Yes,Yes,Christian or just Christian,2-3 times a month,,0,Yes,About once a day,Yes,A few times a month,Never,Never,Never,Never,Yes,Very often,Very often,Rarely,Very happy,Strongly agree,Disagree,Sometimes,A lot,Some,None,Excellent,No income,No debt,18,19.73754883,In school only
7348,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,No,Yes,Roman Catholic,Many times a year,,0,Yes,Several times a day,Yes,A few times a month,Never,Never,Never,Never,Yes,Fairly often,Sometimes,Never,Somewhat happy,Agree,Agree,Sometimes,A lot,A little,A little,Very good,"$2,000 or Less",No debt,18,23.4089489,In school only
7352,Male,"Yes, enrolled in school",Three years of college,Your own place,1,Very,Yes,No,No,Yes,Episcopalian,Once a month,,20,Yes,Three to five days a week,Yes,About once a week,Once or twice,Never,Never,Once or twice,Yes,Very often,Rarely,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Excellent,"$8,001 - $10,000",No debt,21,30.34152794,Employed and school
7354,Female,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,No,No,No,No,,,,0,Yes,About once a day,Yes,About once a week,Once or twice,Never,Never,Never,No,Fairly often,Rarely,Rarely,Somewhat unhappy,Agree,Disagree,Rarely,Some,A little,None,Good,"$2,000 or Less","$3,801 - $4,000",19,21.78718948,In school only
7355,Male,"No, not in school",12th grade,Your own place,0,Somewhat,No,No,No,No,,,,48,No,,Yes,A few times a month,Never,Once a day or more,Never,Never,No,Very often,Never,Never,Very happy,Agree,Agree,Rarely,A lot,None,None,Excellent,"$48,001 - $50,000","$10,001 or more",22,27.70313454,Active armed forces
7358,Female,"No, not in school",12th grade,Your parent's home,1,Somewhat,Yes,Yes,Yes,No,,,,25,Yes,Several times a day,Yes,Never,,Never,Never,Never,No,Very often,Sometimes,Never,Somewhat happy,Agree,Agree,Sometimes,A lot,A little,None,Good,"$2,001 - $4,000",No debt,18,14.78238487,Employed
7365,Male,"No, not in school",12th grade,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Christian or just Christian,More than once a week,,43,Yes,About once a day,Yes,Never,,Never,Never,Never,No,Very often,Never,Never,Very happy,Agree,Disagree,Rarely,A lot,Some,None,Very good,"$20,001 - $22,000",$201 - $400,19,36.58783722,Employed
7370,Male,"Yes, enrolled in school",Two years of college,Your own place,0,Not very,,Yes,No,No,,,,30,Yes,About once a day,Yes,About once a week,Once or twice,A few times a year,Never,Never,Yes,Fairly often,Sometimes,Rarely,Neither,Agree,Disagree,Rarely,A lot,Some,None,Fair,"$16,001 - $18,000","$5,801 - $6,000",21,35.43793488,Employed and school
7373,Male,"No, not in school",12th grade,Another person's home,1,Very,No,No,No,No,,,Not religious,50,Yes,Three to five days a week,Unsure/Don't know,A few times a week,Once or twice,Never,A few times a week,Never,Yes,Fairly often,Sometimes,Never,Very happy,Strongly agree,Agree,Sometimes,Some,Some,Some,Fair,,No debt,19,19.6633873,Employed
7374,Female,"Yes, enrolled in school",Two years of college,Your parent's home,0,Somewhat,Yes,No,No,No,,,Something else,8,Yes,About once a day,Yes,A few times a year,Never,A few times a year,Never,Never,Yes,Very often,Rarely,Rarely,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,A little,None,Excellent,"$2,000 or Less",$200 or less,20,22.67132568,Employed and school
7377,Male,"No, not in school",12th grade,Your parent's home,0,Not important at all,No,No,No,No,,,Agnostic,30,Yes,Less than every few weeks,Unsure/Don't know,A few times a week,Once or twice,Once a day or more,About once a month,Once or twice,Yes,Very often,Sometimes,Sometimes,Somewhat happy,Agree,Disagree,Sometimes,Some,Some,None,Good,"$12,001 - $14,000","$4,801 - $5,000",20,20.44755173,Employed
7382,Male,"No, not in school",One year of college,Your own place,0,Not important at all,No,No,No,Yes,Catholic,A few times a year,Atheist,40,Yes,Every few weeks,Unsure/Don't know,A few times a week,Three or four times,A few times a month,A few times a month,Never,No,Very often,Sometimes,Never,Very happy,Strongly agree,Disagree,Sometimes,A lot,A little,A little,Very good,"$44,001 - $46,000",No debt,21,23.40105629,Employed
7383,Male,"Yes, enrolled in school",Three years of college,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Non-denominational Protestant,Once a week,,15,Yes,Every few weeks,Yes,Never,,Never,Never,Never,No,Very often,Sometimes,Never,Very unhappy,Agree,Disagree,Rarely,A lot,None,None,Good,"$4,001 - $6,000","$1,401 - $1,600",22,36.51315689,Employed and school
7384,Female,"No, not in school",11th grade,Another person's home,3,Not important at all,No,No,No,No,,,,0,Yes,Every few weeks,Unsure/Don't know,A few times a year,Never,Never,A few times a week,Once or twice,Yes,Very often,Very often,Fairly often,Somewhat unhappy,Strongly disagree,Agree,Sometimes,A little,A lot,A little,Fair,"$2,001 - $4,000",No debt,19,24.02832031,Active armed forces
7389,Male,"No, not in school",11th grade,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Christian or just Christian,2-3 times a month,,40,No,,Yes,Never,,Once a day or more,Never,Never,Yes,Very often,Never,Never,Very happy,Agree,Agree,Never,A lot,A lot,None,Excellent,"$30,001 - $32,000",No debt,22,36.25867844,Employed
7393,Male,"Yes, enrolled in school",Two years of college,Your own place,0,Very,Yes,Yes,Yes,Yes,Methodist,Once a month,,0,Yes,Three to five days a week,Yes,Never,,Never,Never,Never,Yes,Fairly often,Rarely,Never,Somewhat happy,Agree,Disagree,Never,A lot,None,None,Good,"$2,000 or Less",No debt,20,33.11911011,In school only
7398,Female,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,No,No,,,,0,Yes,Several times a day,Yes,A few times a week,Once or twice,Never,Never,Never,No,Very often,Rarely,Never,Somewhat happy,Strongly agree,Disagree,Never,A lot,None,None,Excellent,"$2,001 - $4,000",No debt,19,26.62285614,In school only
7401,Female,"Yes, enrolled in school",One year of college,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,Once a month,,25,Yes,Three to five days a week,Yes,A few times a month,Once or twice,Never,Never,Never,No,Very often,Very often,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Excellent,"$4,001 - $6,000",No debt,19,23.91156387,Employed and school
7406,Male,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",1,Somewhat,No,No,No,Yes,Baptist,2-3 times a month,,13,Yes,About once a day,Unsure/Don't know,A few times a month,Once or twice,Never,A few times a year,Once or twice,No,Fairly often,Rarely,Rarely,Very happy,Strongly agree,Disagree,Rarely,Some,A little,None,Excellent,"$4,001 - $6,000",No debt,19,26.54183578,Employed and school
7407,Male,"No, not in school",9th grade,Your parent's home,0,Extremely important,No,No,No,No,,,,0,No,,Yes,About once a month,Once or twice,Never,Once a day or more,Once or twice,No,Sometimes,Fairly often,Very often,Somewhat happy,Strongly disagree,Agree,Usually,Some,A lot,A lot,Good,No income,No debt,20,44.62606812,Out of labor force
7410,Male,"No, not in school",12th grade,Your own place,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,Once a week,,40,No,,Yes,About once a month,Once or twice,Never,Never,Once or twice,Yes,Very often,Very often,Very often,Very happy,Agree,Agree,Sometimes,A lot,A lot,A little,Excellent,"$18,001 - $20,000",No debt,22,22.80493164,Active armed forces
7412,Female,"No, not in school",10th grade,Your parent's home,2,Somewhat,No,Yes,No,Yes,Baptist,Once a month,,40,Yes,Several times a day,Unsure/Don't know,Never,,Once a day or more,Never,Three to five times,No,Fairly often,Very often,Sometimes,Somewhat happy,Agree,Disagree,Sometimes,A lot,A lot,A lot,Good,"$2,000 or Less","$1,001 - $1,200",18,19.10581398,Employed
7417,Male,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Somewhat,No,No,Yes,Yes,Methodist,Once a month,,10,Yes,Three to five days a week,Yes,About once a week,Once or twice,A few times a week,Never,Once or twice,No,Fairly often,Sometimes,Rarely,Somewhat happy,Agree,Disagree,Sometimes,A lot,A little,None,Excellent,"$2,001 - $4,000",No debt,19,25.9985199,Employed and school
7431,Male,"No, not in school",12th grade,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,More than once a week,,40,Yes,Every few weeks,Yes,A few times a month,Never,Never,Never,Never,Yes,Very often,Rarely,Never,Very happy,Agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$18,001 - $20,000",No debt,19,37.23089981,Employed
7441,Male,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",2,Somewhat,Yes,No,Yes,Yes,Methodist,2-3 times a month,,0,Yes,About once a day,Yes,About once a week,Never,A few times a week,Never,Never,No,Very often,Rarely,Rarely,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Very good,"$20,001 - $22,000",$200 or less,20,31.19020081,In school only
